Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"LN Ferreira, C Garzeri, D Guillen, A Lima…","The Not So Quiet Revolution: signal and noise in central bank communication",2025,"Central Bank of Brazil …","bcb.gov.br","https://www.bcb.gov.br/content/publicacoes/WorkingPaperSeries/WP635.pdf","https://scholar.google.com/scholar?cites=14014623573666706680&as_sdt=2005&sciodt=2007&hl=en",20,"2026-02-04 17:13:16","PDF","","",,,,,,1,1.00,0,5,1,"… additional layers of central bank communication – statements, … a simple model of central bank communication, grounded on … tion for the optimal central bank communication given by a …","https://www.bcb.gov.br/content/publicacoes/WorkingPaperSeries/WP635.pdf","https://scholar.google.com/scholar?q=related:-DQ4OePxfcIJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
3,"M Pedersen, K Pérez","Financial literacy and the impact of central bank communication on consumer inflation expectations",2025,"Borsa Istanbul Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214845025001383","https://scholar.google.com/scholar?cites=10827144915154526980&as_sdt=2005&sciodt=2007&hl=en",21,"2026-02-04 17:13:16","HTML","","",,,,,,3,3.00,2,2,1,"… the specific component of financial literacy that conditions responsiveness to monetary policy tone, this study also sheds light on the conditions under which central bank communication …","https://www.sciencedirect.com/science/article/pii/S2214845025001383","https://scholar.google.com/scholar?q=related:BGN2h---QZYJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"JPS Nogueira","The role of media in Central Bank communication: evidence from a survey-based experiment",2025,"","","","",22,"2026-02-04 17:13:16","CITATION","","",,,,,,0,0.00,0,1,1,"","","https://scholar.google.com/scholar?q=related:AjMprmJ5TjEJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"AV Koshkin","Typology of communication strategies of central banks as a tool of monetary policy",2025,"Finance and Management","journals.rcsi.science","https://journals.rcsi.science/2409-7802/article/view/372170","",23,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,1,1,"The present study is dedicated to a comprehensive analysis of the communication strategies of central banks as a key instrument of modern monetary policy. The research focuses on …","","https://scholar.google.com/scholar?q=related:CGKy2ZRi3VkJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"E Beretta, V Dianova, R Palmieri","Debate: Strategic uncertainty in central bank communication and policy—A madman theory approach",2025,"Public Money &Management","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09540962.2025.2550635","",24,"2026-02-04 17:13:16","","10.1080/09540962.2025.2550635","",,,,,,0,0.00,0,3,1,"… When chairman of the Federal Reserve, Alan Greenspan was also known for strategically introducing uncertainty into central bank communication. During his third term (1996–2000), …","https://www.tandfonline.com/doi/pdf/10.1080/09540962.2025.2550635","https://scholar.google.com/scholar?q=related:dlFzTjotAhcJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
20,"Y Gorodnichenko, T Pham, O Talavera","Central bank communication on social media: What, to whom, and how?",2025,"Journal of Econometrics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304407624002148","https://scholar.google.com/scholar?cites=469189948465432664&as_sdt=2005&sciodt=2007&hl=en",25,"2026-02-04 17:13:16","HTML","","",,,,,,20,20.00,7,3,1,"This study answers three questions about central bank communication on Twitter : what was communicated, who were listeners, and how they reacted. Using various natural language …","https://www.sciencedirect.com/science/article/pii/S0304407624002148","https://scholar.google.com/scholar?q=related:WEh3ssXlggYJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"E Ernst, R Merola, AGW Auclair","Central bank communication: A quantitative assessment",2025,"Central Bank Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S130307012500023X","",26,"2026-02-04 17:13:16","HTML","","",,,,,,0,0.00,0,3,1,"In this paper, we propose a new set of indicators of Central Bank's communication to estimate speech intensity in five different macroeconomic fields: monetary conditions, financial …","https://www.sciencedirect.com/science/article/pii/S130307012500023X","https://scholar.google.com/scholar?q=related:n5bVsxFzMhYJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
2,"P Kuang, C Binder, L Tang","Central Bank Communication and House Price Expectations",2025,"Available at SSRN 5275774","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5275774","https://scholar.google.com/scholar?cites=2111204119065789908&as_sdt=2005&sciodt=2007&hl=en",27,"2026-02-04 17:13:16","","","",,,,,,2,2.00,1,3,1,"… This result points to one role for central bank communication: we show that explaining the mortgage rate channel to consumers makes them much more likely to revise their house price …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5275774","https://scholar.google.com/scholar?q=related:1AVC7fWATB0J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"F Kansoy, J Mundy","Central Bank Communication with Public: Bank of England and Twitter (X)",2025,"arXiv preprint arXiv:2506.02559","arxiv.org","https://arxiv.org/abs/2506.02559","https://scholar.google.com/scholar?cites=13189595459572122856&as_sdt=2005&sciodt=2007&hl=en",28,"2026-02-04 17:13:16","","","",,,,,,1,1.00,1,2,1,"… Content quality and timing matter more than posting frequency for effective central bank communication. These findings suggest central banks should prioritize accessible, media-rich …","https://arxiv.org/pdf/2506.02559","https://scholar.google.com/scholar?q=related:6MTmYjDbCrcJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"P Jakubik, M Petrus","Financial Stability, Monetary Policy, and Central Bank Communication",2025,"","elibrary.imf.org","https://www.elibrary.imf.org/downloadpdf/view/journals/019/2025/033/019.2025.issue-033-en.pdf","",29,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,2,1,"… -focused narrative needs to be reflected across all central bank communication outputs. … economic conditions, policy changes, and best practices in central bank communication. …","https://www.elibrary.imf.org/downloadpdf/view/journals/019/2025/033/019.2025.issue-033-en.pdf","https://scholar.google.com/scholar?q=related:Pffwdyuq5n8J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"J Meng, B Mo, S Ding","Central bank communication, economic policy uncertainty, and financial market volatility: A time-varying perspective on Chinese markets",2025,"Computational Economics","Springer","https://link.springer.com/article/10.1007/s10614-025-11080-2","https://scholar.google.com/scholar?cites=14069706363874822398&as_sdt=2005&sciodt=2007&hl=en",30,"2026-02-04 17:13:16","HTML","10.1007/s10614-025-11080-2","",,,,,,1,1.00,0,3,1,"… Central bank communication has a significant impact on … through which central bank communication affects economic policy … Firstly, central bank communication can influence market …","https://link.springer.com/article/10.1007/s10614-025-11080-2","https://scholar.google.com/scholar?q=related:_sjPuGSjQcMJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
3,"M Siranova, M Szyszko…","Central bank communication and financial and macro variables: The case of European inflation targeters",2025,"Eastern European …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00128775.2024.2306289","https://scholar.google.com/scholar?cites=9760273624992937447&as_sdt=2005&sciodt=2007&hl=en",31,"2026-02-04 17:13:16","","10.1080/00128775.2024.2306289","",,,,,,3,3.00,1,3,1,"… This paper investigates the effect of central bank communication on financial (interest and exchange rates) and macro (inflation and production) variables in twelve European inflation …","","https://scholar.google.com/scholar?q=related:53VRWCZ1c4cJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"M Feldkircher, C Makridis","Words Matter: Central Bank Communication and Household Expectations in a Global Panel",2025,"Available at SSRN 5359235","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5359235","",32,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,2,1,"… This paper studies how the linguistic features of central bank communication affect household economic sentiment. Linking central bank speeches from 29 countries to individual-level …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5359235","https://scholar.google.com/scholar?q=related:uI7LmEOnAnUJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
3,"C Cornand, R Dos Santos Ferreira","Central bank communication and stabilization policies under firms' motivated beliefs",2025,"Economic Theory","Springer","https://link.springer.com/article/10.1007/s00199-024-01598-1","https://scholar.google.com/scholar?cites=8491276079929174902&as_sdt=2005&sciodt=2007&hl=en",33,"2026-02-04 17:13:16","","10.1007/s00199-024-01598-1","",,,,,,3,3.00,2,2,1,"… Central bank communication plays a decisive role in the way to achieve effective monetary policy. Ben Bernanke, the former Chair of the Federal Reserve, put this point sharply, at the …","https://link.springer.com/content/pdf/10.1007/s00199-024-01598-1.pdf","https://scholar.google.com/scholar?q=related:divzIZsS13UJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"H Emekçi","Central Bank Communication as a Social Practice in Crisis: AI-Driven Insights into Language, Trust, and Collective Behavior in Türkiye",2025,"OPUS Journal of Society Research","dergipark.org.tr","https://dergipark.org.tr/en/pub/opusjsr/article/1774545?issue_id=94111","",34,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,1,1,"… This integrated framework not only refines our understanding of central bank communication in Turkey but also demonstrates the broader value of interdisciplinary research for …","https://dergipark.org.tr/en/download/article-file/5197548","https://scholar.google.com/scholar?q=related:AdVEh95vgNsJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"W Li, W Hu","Small notes, big impact: Enhancing monetary policy transmission through central bank communication",2025,"Pacific-Basin Finance Journal","Elsevier","https://www.sciencedirect.com/science/article/pii/S0927538X25003877","",35,"2026-02-04 17:13:16","HTML","","",,,,,,0,0.00,0,2,1,"Central bank communication helps to optimize monetary policy. This paper uses a quasi-natural experiment to identify open market operation notices (“small notes”). It investigates how …","https://www.sciencedirect.com/science/article/pii/S0927538X25003877","https://scholar.google.com/scholar?q=related:ExKbzro8ijYJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"A Criste, I Lupu","Beyond Monetary Policy: Expanding the Communication Frontiers of Central Banks.",2025,"Ovidius University Annals, Series …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23933127&AN=187521236&h=xbew9rQafYRc%2BULu9E3KptD%2FxJ7S2k7oajknGyOwI3q5FxCtm8HWKoIWH19n9y%2FKslCQng3ZAqwZbIeiRlLYAQ%3D%3D&crl=c","",36,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,2,1,"… In this framework, the paper aims to highlight the expanded role of a central bank's communication policy with the public, based on exploring the themes addressed in the central …","","https://scholar.google.com/scholar?q=related:bNix9XkvQN4J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
3,"M Hoffmann, E Moench, L Pavlova…","A KISS for central bank communication in times of high inflation",2025,"","econstor.eu","https://www.econstor.eu/handle/10419/319900","https://scholar.google.com/scholar?cites=11474158308815774655&as_sdt=2005&sciodt=2007&hl=en",37,"2026-02-04 17:13:16","","","",,,,,,3,3.00,1,4,1,"… the effects of central bank communication on individuals’ … extent to which central bank communication can guide household … the extent to which central bank communication can guide …","https://www.econstor.eu/bitstream/10419/319900/1/192905064X.pdf","https://scholar.google.com/scholar?q=related:v6OPbTBmPJ8J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"F Tsipas","Central Bank Communication and Biodiversity",2025,"Available at SSRN 5430116","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5430116","https://scholar.google.com/scholar?cites=5444890544845625987&as_sdt=2005&sciodt=2007&hl=en",38,"2026-02-04 17:13:16","","","",,,,,,1,1.00,1,1,1,"… This paper provides the first analysis of how biodiversity is addressed in central bank communication, drawing on over 11,000 speeches in the Bank for International Settlements …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5430116","https://scholar.google.com/scholar?q=related:gxpoLhojkEsJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"A Segawa, MK Wilson, E Schaling","Central bank communication and future interest rate paths in South Africa",2025,"African Review of Economics …","journals.co.za","https://journals.co.za/doi/pdf/10.31920/2410-4906/2025/v17n1a0","",39,"2026-02-04 17:13:16","","10.31920/2410-4906/2025/v17n1a0","",,,,,,0,0.00,0,3,1,"… The effectiveness of central bank communication can vary … the broader literature on central bank communication and its impact on … to the literature on central bank communication. First, it …","","https://scholar.google.com/scholar?q=related:pDTAPWW30yIJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"D Liu, Y Li, T Zhao, K Xu","Facing Crisis, What should the Central Bank Say?",2025,"Finance Research Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S1544612325026364","",40,"2026-02-04 17:13:16","HTML","","",,,,,,0,0.00,0,4,1,"… We propose a novel central bank communication index that … semantic embedding of central bank communication texts and … of crisis, effective central bank communication measures are …","https://www.sciencedirect.com/science/article/pii/S1544612325026364","https://scholar.google.com/scholar?q=related:mD_b953ARUUJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"Y Jin, S Xia","Can Central Bank Communication Guide Individuals' Expectations About the Macroeconomy? Evidence From a Randomized Information Experiment in China",2025,"International Studies of Economics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ise3.70006","",41,"2026-02-04 17:13:16","","10.1002/ise3.70006","",,,,,,0,0.00,0,2,1,"… We contribute to the growing literature on the effectiveness of central bank communication, especially China's central bank communication. By event study and text analysis methods, …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/ise3.70006","https://scholar.google.com/scholar?q=related:rv96VENJbRAJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
